queryName,queryID
18.sql,482
14.sql,489
17.sql,496
16.sql,503
10.sql,510
13.sql,517
5.sql,524
3.sql,531
1.sql,538
7.sql,545
2.sql,552
21.sql,559
22.sql,566
6.sql,573
19.sql,580
20.sql,587
4.sql,594
12.sql,601
15.sql,608
11.sql,615
9.sql,622
8.sql,629
query43.sql,2024
query88.sql,2031
query52.sql,2038
query44.sql,2045
query4.sql,2052
query5.sql,2059
query8.sql,2066
query17.sql,2073
query32.sql,2080
query80.sql,2087
query78.sql,2094
query11.sql,2101
query40.sql,2108
query22.sql,2115
query87.sql,2123
query54.sql,2130
query92.sql,2137
query57.sql,2144
query93.sql,2151
query16.sql,2158
query73.sql,2165
query71.sql,2172
query28.sql,2179
query50.sql,2186
query95.sql,2193
query75.sql,2200
query35.sql,2207
query33.sql,2214
query64.sql,2221
query98.sql,2228
query77.sql,2235
query63.sql,2242
query81.sql,2249
query96.sql,2256
query99.sql,2263
query9.sql,2270
query47.sql,2277
query53.sql,2284
query37.sql,2291
query58.sql,2298
query59.sql,2305
query51.sql,2312
query68.sql,2319
query1.sql,2326
query2.sql,2333
query90.sql,2340
query38.sql,2347
query56.sql,2354
query86.sql,2361
query61.sql,2368
query69.sql,2375
query70.sql,2382
query74.sql,2389
query31.sql,2396
query76.sql,2403
query79.sql,2410
query60.sql,2417
query25.sql,2424
query66.sql,2431
query6.sql,2438
query49.sql,2445
query85.sql,2452
query55.sql,2459
query48.sql,2466
query10.sql,2473
query45.sql,2480
query72.sql,2487
query41.sql,2494
query13.sql,2501
query18.sql,2508
query62.sql,2515
query20.sql,2522
query97.sql,2529
query27.sql,2536
query15.sql,2543
query3.sql,2550
query65.sql,2557
query26.sql,2564
query46.sql,2571
query7.sql,2578
query21.sql,2585
query91.sql,2592
query36.sql,2599
query42.sql,2606
query34.sql,2613
query19.sql,2620
query12.sql,2627
query89.sql,2634
query84.sql,2641
query82.sql,2648
query83.sql,2655
query29.sql,2662
query94.sql,2669
