queryName,queryID
18.sql,790
14.sql,797
17.sql,804
16.sql,811
10.sql,818
13.sql,825
5.sql,832
3.sql,839
1.sql,846
7.sql,853
2.sql,860
21.sql,867
22.sql,874
6.sql,881
19.sql,888
20.sql,895
4.sql,902
12.sql,909
15.sql,916
11.sql,923
9.sql,930
8.sql,937
query43.sql,3328
query88.sql,3335
query52.sql,3342
query44.sql,3349
query4.sql,3356
query5.sql,3363
query8.sql,3370
query17.sql,3377
query32.sql,3384
query80.sql,3391
query78.sql,3398
query11.sql,3405
query40.sql,3412
query22.sql,3419
query87.sql,3427
query54.sql,3434
query92.sql,3441
query57.sql,3448
query93.sql,3455
query16.sql,3462
query73.sql,3469
query71.sql,3476
query28.sql,3483
query50.sql,3490
query95.sql,3497
query75.sql,3504
query35.sql,3511
query33.sql,3518
query64.sql,3525
query98.sql,3532
query77.sql,3539
query63.sql,3546
query81.sql,3553
query96.sql,3560
query99.sql,3567
query9.sql,3574
query47.sql,3581
query53.sql,3588
query37.sql,3595
query58.sql,3602
query59.sql,3609
query51.sql,3616
query68.sql,3623
query1.sql,3630
query2.sql,3637
query90.sql,3644
query38.sql,3651
query56.sql,3658
query86.sql,3665
query61.sql,3672
query69.sql,3679
query70.sql,3686
query74.sql,3693
query31.sql,3700
query76.sql,3707
query79.sql,3714
query60.sql,3721
query25.sql,3728
query66.sql,3735
query6.sql,3742
query49.sql,3749
query85.sql,3756
query55.sql,3763
query48.sql,3770
query10.sql,3777
query45.sql,3784
query72.sql,3791
query41.sql,3798
query13.sql,3805
query18.sql,3812
query62.sql,3819
query20.sql,3826
query97.sql,3833
query27.sql,3840
query15.sql,3847
query3.sql,3854
query65.sql,3861
query26.sql,3868
query46.sql,3875
query7.sql,3882
query21.sql,3889
query91.sql,3896
query36.sql,3903
query42.sql,3911
query34.sql,3917
query19.sql,3924
query12.sql,3931
query89.sql,3938
query84.sql,3945
query82.sql,3952
query83.sql,3959
query29.sql,3966
query94.sql,3973
