queryName,queryID
18.sql,636
14.sql,643
17.sql,650
16.sql,657
10.sql,664
13.sql,671
5.sql,678
3.sql,685
1.sql,692
7.sql,699
2.sql,706
21.sql,713
22.sql,720
6.sql,727
19.sql,734
20.sql,741
4.sql,748
12.sql,755
15.sql,762
11.sql,769
9.sql,776
8.sql,783
query43.sql,2676
query88.sql,2683
query52.sql,2690
query44.sql,2697
query4.sql,2704
query5.sql,2711
query8.sql,2718
query17.sql,2725
query32.sql,2732
query80.sql,2739
query78.sql,2746
query11.sql,2753
query40.sql,2760
query22.sql,2767
query87.sql,2775
query54.sql,2782
query92.sql,2789
query57.sql,2796
query93.sql,2803
query16.sql,2810
query73.sql,2817
query71.sql,2824
query28.sql,2831
query50.sql,2838
query95.sql,2845
query75.sql,2852
query35.sql,2859
query33.sql,2866
query64.sql,2873
query98.sql,2880
query77.sql,2887
query63.sql,2894
query81.sql,2901
query96.sql,2908
query99.sql,2915
query9.sql,2922
query47.sql,2929
query53.sql,2936
query37.sql,2943
query58.sql,2950
query59.sql,2957
query51.sql,2964
query68.sql,2971
query1.sql,2978
query2.sql,2985
query90.sql,2992
query38.sql,2999
query56.sql,3006
query86.sql,3013
query61.sql,3020
query69.sql,3027
query70.sql,3034
query74.sql,3041
query31.sql,3048
query76.sql,3055
query79.sql,3062
query60.sql,3069
query25.sql,3076
query66.sql,3083
query6.sql,3090
query49.sql,3097
query85.sql,3104
query55.sql,3111
query48.sql,3118
query10.sql,3125
query45.sql,3132
query72.sql,3139
query41.sql,3146
query13.sql,3153
query18.sql,3160
query62.sql,3167
query20.sql,3174
query97.sql,3181
query27.sql,3188
query15.sql,3195
query3.sql,3202
query65.sql,3209
query26.sql,3220
query46.sql,3223
query7.sql,3230
query21.sql,3237
query91.sql,3244
query36.sql,3251
query42.sql,3258
query34.sql,3265
query19.sql,3272
query12.sql,3279
query89.sql,3286
query84.sql,3293
query82.sql,3300
query83.sql,3307
query29.sql,3314
query94.sql,3321
