queryName,queryID
18.sql,944
14.sql,951
17.sql,958
16.sql,965
10.sql,972
13.sql,979
5.sql,986
3.sql,993
1.sql,1000
7.sql,1007
2.sql,1014
21.sql,1021
22.sql,1028
6.sql,1035
19.sql,1042
20.sql,1049
4.sql,1056
12.sql,1063
15.sql,1070
11.sql,1077
9.sql,1084
8.sql,1091
query43.sql,3980
query88.sql,3987
query52.sql,3994
query44.sql,4001
query4.sql,4008
query5.sql,4015
query8.sql,4022
query17.sql,4029
query32.sql,4036
query80.sql,4043
query78.sql,4050
query11.sql,4057
query40.sql,4064
query22.sql,4071
query87.sql,4083
query54.sql,4086
query92.sql,4093
query57.sql,4100
query93.sql,4107
query16.sql,4114
query73.sql,4121
query71.sql,4128
query28.sql,4135
query50.sql,4142
query95.sql,4149
query75.sql,4156
query35.sql,4163
query33.sql,4170
query64.sql,4177
query98.sql,4184
query77.sql,4191
query63.sql,4198
query81.sql,4205
query96.sql,4212
query99.sql,4219
query9.sql,4226
query47.sql,4233
query53.sql,4240
query37.sql,4247
query58.sql,4254
query59.sql,4261
query51.sql,4268
query68.sql,4275
query1.sql,4282
query2.sql,4289
query90.sql,4296
query38.sql,4303
query56.sql,4310
query86.sql,4317
query61.sql,4324
query69.sql,4331
query70.sql,4338
query74.sql,4345
query31.sql,4352
query76.sql,4359
query79.sql,4366
query60.sql,4373
query25.sql,4380
query66.sql,4387
query6.sql,4394
query49.sql,4401
query85.sql,4408
query55.sql,4415
query48.sql,4422
query10.sql,4429
query45.sql,4436
query72.sql,4443
query41.sql,4450
query13.sql,4457
query18.sql,4464
query62.sql,4471
query20.sql,4478
query97.sql,4485
query27.sql,4492
query15.sql,4503
query3.sql,4506
query65.sql,4513
query26.sql,4520
query46.sql,4527
query7.sql,4534
query21.sql,4541
query91.sql,4548
query36.sql,4555
query42.sql,4562
query34.sql,4569
query19.sql,4576
query12.sql,4583
query89.sql,4590
query84.sql,4597
query82.sql,4604
query83.sql,4611
query29.sql,4618
query94.sql,4625
