query,dataset,runtime
26.sql,tpch,8364
38.sql,tpch,2546
18.sql,tpch,25640
30.sql,tpch,9077
23.sql,tpch,6841
37.sql,tpch,2334
32.sql,tpch,5357
12.sql,tpch,5013
6.sql,tpch,1394
21.sql,tpch,21514
25.sql,tpch,24023
17.sql,tpch,25391
11.sql,tpch,2920
27.sql,tpch,8013
9.sql,tpch,41784
2.sql,tpch,6255
29.sql,tpch,8432
33.sql,tpch,9899
34.sql,tpch,28739
15.sql,tpch,5608
1.sql,tpch,26867
14.sql,tpch,3279
20.sql,tpch,8445
13.sql,tpch,12527
5.sql,tpch,13878
22.sql,tpch,3799
10.sql,tpch,9442
31.sql,tpch,3464
28.sql,tpch,7859
36.sql,tpch,2439
3.sql,tpch,10225
7.sql,tpch,24502
35.sql,tpch,2290
16.sql,tpch,6498
24.sql,tpch,13996
4.sql,tpch,6179
8.sql,tpch,33814
19.sql,tpch,7232
26.sql,tpch,8436
38.sql,tpch,2997
18.sql,tpch,27551
30.sql,tpch,9432
23.sql,tpch,6717
37.sql,tpch,2160
32.sql,tpch,5846
12.sql,tpch,5210
6.sql,tpch,1741
21.sql,tpch,24322
25.sql,tpch,24399
17.sql,tpch,27087
11.sql,tpch,2646
27.sql,tpch,8272
9.sql,tpch,79699
2.sql,tpch,7307
29.sql,tpch,8750
33.sql,tpch,8540
34.sql,tpch,10968
15.sql,tpch,5553
1.sql,tpch,26546
14.sql,tpch,3040
20.sql,tpch,8426
13.sql,tpch,15307
5.sql,tpch,13850
22.sql,tpch,3422
10.sql,tpch,12046
31.sql,tpch,3387
28.sql,tpch,8470
36.sql,tpch,2709
3.sql,tpch,8215
7.sql,tpch,14111
35.sql,tpch,2021
16.sql,tpch,6935
24.sql,tpch,13983
4.sql,tpch,5797
8.sql,tpch,16163
19.sql,tpch,3825
26.sql,tpch,8299
query64.sql,tpcds,57032
query85.sql,tpcds,6278
query17.sql,tpcds,13759
query131.sql,tpcds,2240
query112.sql,tpcds,1986
query58.sql,tpcds,4545
query36.sql,tpcds,2522
query121.sql,tpcds,2287
query115.sql,tpcds,1994
query20.sql,tpcds,1770
query22.sql,tpcds,3291
query49.sql,tpcds,7989
query83.sql,tpcds,2885
query71.sql,tpcds,2348
query108.sql,tpcds,1803
query11.sql,tpcds,25606
query125.sql,tpcds,1824
query5.sql,tpcds,6571
query116.sql,tpcds,1929
query6.sql,tpcds,5899
query92.sql,tpcds,1614
query104.sql,tpcds,919
query88.sql,tpcds,5946
query65.sql,tpcds,4850
query52.sql,tpcds,1082
query130.sql,tpcds,1982
query31.sql,tpcds,8198
query114.sql,tpcds,1779
query54.sql,tpcds,5825
query76.sql,tpcds,2784
query72.sql,tpcds,26585
query18.sql,tpcds,3975
query35.sql,tpcds,6843
query100.sql,tpcds,756
query95.sql,tpcds,10882
query90.sql,tpcds,1820
query7.sql,tpcds,3628
query37.sql,tpcds,2741
query21.sql,tpcds,2349
query93.sql,tpcds,9828
query129.sql,tpcds,1697
query109.sql,tpcds,1493
query126.sql,tpcds,1786
query29.sql,tpcds,13377
query50.sql,tpcds,6216
query87.sql,tpcds,9997
query10.sql,tpcds,4527
query118.sql,tpcds,1977
query82.sql,tpcds,3063
query117.sql,tpcds,1983
query120.sql,tpcds,1707
query98.sql,tpcds,1532
query122.sql,tpcds,1720
query33.sql,tpcds,4096
query94.sql,tpcds,4772
query9.sql,tpcds,6330
query101.sql,tpcds,692
query42.sql,tpcds,1049
query70.sql,tpcds,3158
query73.sql,tpcds,2348
query16.sql,tpcds,7055
query26.sql,tpcds,2954
query32.sql,tpcds,1361
query123.sql,tpcds,2147
query43.sql,tpcds,1468
query99.sql,tpcds,2528
query34.sql,tpcds,2621
query86.sql,tpcds,1564
query25.sql,tpcds,13685
query66.sql,tpcds,5450
query128.sql,tpcds,1822
query102.sql,tpcds,724
query59.sql,tpcds,3929
query107.sql,tpcds,1104
query12.sql,tpcds,1604
query69.sql,tpcds,3933
query124.sql,tpcds,1745
query113.sql,tpcds,2007
query27.sql,tpcds,2482
query38.sql,tpcds,9921
query77.sql,tpcds,26815
query103.sql,tpcds,1320
query19.sql,tpcds,2402
query81.sql,tpcds,3546
query13.sql,tpcds,2188
query48.sql,tpcds,3311
query4.sql,tpcds,44570
query63.sql,tpcds,3743
query91.sql,tpcds,1826
query28.sql,tpcds,8132
query68.sql,tpcds,2280
query55.sql,tpcds,853
query41.sql,tpcds,531
query61.sql,tpcds,1716
query47.sql,tpcds,17935
query56.sql,tpcds,4503
query51.sql,tpcds,11819
query96.sql,tpcds,808
query3.sql,tpcds,830
query84.sql,tpcds,2178
query45.sql,tpcds,2544
query60.sql,tpcds,4375
query89.sql,tpcds,1765
query8.sql,tpcds,2621
query2.sql,tpcds,3465
query97.sql,tpcds,5745
query75.sql,tpcds,21319
query80.sql,tpcds,22446
query111.sql,tpcds,2100
query15.sql,tpcds,2968
query106.sql,tpcds,1143
query79.sql,tpcds,2309
query40.sql,tpcds,5198
query57.sql,tpcds,8104
query110.sql,tpcds,1624
query78.sql,tpcds,23146
query62.sql,tpcds,1357
query127.sql,tpcds,1906
query105.sql,tpcds,812
query44.sql,tpcds,3263
query1.sql,tpcds,3436
query74.sql,tpcds,24039
query53.sql,tpcds,1821
query46.sql,tpcds,2750
query119.sql,tpcds,2460
query64.sql,tpcds,60836
query85.sql,tpcds,4315
query17.sql,tpcds,13005
query131.sql,tpcds,1801
query112.sql,tpcds,1994
query58.sql,tpcds,4399
query36.sql,tpcds,2085
query121.sql,tpcds,1872
query115.sql,tpcds,2026
query20.sql,tpcds,1721
query22.sql,tpcds,3330
query49.sql,tpcds,8075
query83.sql,tpcds,3488
query71.sql,tpcds,2274
query108.sql,tpcds,1000
query11.sql,tpcds,25012
query125.sql,tpcds,1572
query5.sql,tpcds,6976
query116.sql,tpcds,2129
query6.sql,tpcds,5935
query92.sql,tpcds,1403
query104.sql,tpcds,936
query88.sql,tpcds,6906
query65.sql,tpcds,5141
query52.sql,tpcds,846
query130.sql,tpcds,1807
query31.sql,tpcds,8211
query114.sql,tpcds,1861
query54.sql,tpcds,5679
query76.sql,tpcds,3126
query72.sql,tpcds,26043
query18.sql,tpcds,3455
query35.sql,tpcds,7727
query100.sql,tpcds,905
query95.sql,tpcds,11650
query90.sql,tpcds,1888
query7.sql,tpcds,3647
query37.sql,tpcds,2288
query21.sql,tpcds,1668
query93.sql,tpcds,10269
query129.sql,tpcds,1680
query109.sql,tpcds,1683
query126.sql,tpcds,1522
query29.sql,tpcds,13609
query50.sql,tpcds,6902
query87.sql,tpcds,10567
query10.sql,tpcds,4270
query118.sql,tpcds,2360
query82.sql,tpcds,2520
query117.sql,tpcds,2233
query120.sql,tpcds,1761
query98.sql,tpcds,1598
query122.sql,tpcds,1935
query33.sql,tpcds,3651
query94.sql,tpcds,4404
query9.sql,tpcds,5422
query101.sql,tpcds,1375
query42.sql,tpcds,1002
query70.sql,tpcds,2846
query73.sql,tpcds,2744
query16.sql,tpcds,7112
query26.sql,tpcds,2866
query32.sql,tpcds,1661
query123.sql,tpcds,2099
query43.sql,tpcds,1432
query99.sql,tpcds,2382
query34.sql,tpcds,2374
query86.sql,tpcds,1719
query25.sql,tpcds,13197
query66.sql,tpcds,4328
query128.sql,tpcds,1356
query102.sql,tpcds,1089
query59.sql,tpcds,4014
query107.sql,tpcds,1172
query12.sql,tpcds,1688
query69.sql,tpcds,3504
query124.sql,tpcds,1606
query113.sql,tpcds,1747
query27.sql,tpcds,2093
query38.sql,tpcds,9190
query77.sql,tpcds,26480
query103.sql,tpcds,850
query19.sql,tpcds,1993
query81.sql,tpcds,3875
query13.sql,tpcds,2184
query48.sql,tpcds,2942
query4.sql,tpcds,44672
query63.sql,tpcds,1783
query91.sql,tpcds,1912
query28.sql,tpcds,9264
query68.sql,tpcds,2828
query55.sql,tpcds,1195
query41.sql,tpcds,500
query61.sql,tpcds,1821
query47.sql,tpcds,16691
query56.sql,tpcds,4558
query51.sql,tpcds,11814
query96.sql,tpcds,830
query3.sql,tpcds,1031
query84.sql,tpcds,2441
query45.sql,tpcds,2378
query60.sql,tpcds,5151
query89.sql,tpcds,2247
query8.sql,tpcds,2392
query2.sql,tpcds,3424
query97.sql,tpcds,5177
query75.sql,tpcds,21405
query80.sql,tpcds,26344
query111.sql,tpcds,1679
query15.sql,tpcds,2652
query106.sql,tpcds,1173
query79.sql,tpcds,2317
query40.sql,tpcds,4987
query57.sql,tpcds,9169
query110.sql,tpcds,2088
query78.sql,tpcds,41371
query62.sql,tpcds,2124
query127.sql,tpcds,1878
query105.sql,tpcds,751
query44.sql,tpcds,2844
query1.sql,tpcds,4281
query74.sql,tpcds,26825
query53.sql,tpcds,1583
query46.sql,tpcds,3191
query119.sql,tpcds,2493
query64.sql,tpcds,186778
query85.sql,tpcds,3849
query17.sql,tpcds,26520
query131.sql,tpcds,1796
query112.sql,tpcds,1391
query58.sql,tpcds,3592
query36.sql,tpcds,2033
query121.sql,tpcds,1769
query115.sql,tpcds,2692
query20.sql,tpcds,1415
query22.sql,tpcds,3942
query49.sql,tpcds,7731
query83.sql,tpcds,3315
query71.sql,tpcds,3041
query108.sql,tpcds,1527
query11.sql,tpcds,26465
query125.sql,tpcds,1509
query5.sql,tpcds,7732
query116.sql,tpcds,2623
query6.sql,tpcds,6204
query92.sql,tpcds,1848
query104.sql,tpcds,1270
query88.sql,tpcds,6579
query65.sql,tpcds,5141
query52.sql,tpcds,931
query130.sql,tpcds,1816
query31.sql,tpcds,8970
query114.sql,tpcds,2068
query54.sql,tpcds,5754
query76.sql,tpcds,3616
query72.sql,tpcds,26533
query18.sql,tpcds,3970
query35.sql,tpcds,5944
query100.sql,tpcds,1334
query95.sql,tpcds,11227
query90.sql,tpcds,1896
query7.sql,tpcds,4099
query37.sql,tpcds,2290
query21.sql,tpcds,1656
query93.sql,tpcds,13650
query129.sql,tpcds,2358
query109.sql,tpcds,1170
query126.sql,tpcds,2019
query29.sql,tpcds,22368
query50.sql,tpcds,11559
query87.sql,tpcds,10340
query10.sql,tpcds,4980
query118.sql,tpcds,2645
query82.sql,tpcds,3397
query117.sql,tpcds,2725
query120.sql,tpcds,1810
query98.sql,tpcds,1916
query122.sql,tpcds,1672
query33.sql,tpcds,3787
query94.sql,tpcds,4724
query9.sql,tpcds,7411
query101.sql,tpcds,1125
query42.sql,tpcds,905
query70.sql,tpcds,2680
query73.sql,tpcds,1528
query16.sql,tpcds,6735
query26.sql,tpcds,2326
query32.sql,tpcds,2508
query123.sql,tpcds,2166
query43.sql,tpcds,1334
query99.sql,tpcds,2298
query34.sql,tpcds,2482
query86.sql,tpcds,1777
query25.sql,tpcds,13945
query66.sql,tpcds,4737
query128.sql,tpcds,1583
query102.sql,tpcds,1192
query59.sql,tpcds,4246
query107.sql,tpcds,840
query12.sql,tpcds,1683
query69.sql,tpcds,3539
query124.sql,tpcds,1480
query113.sql,tpcds,1899
query27.sql,tpcds,2744
query38.sql,tpcds,9309
query77.sql,tpcds,26650
query103.sql,tpcds,840
query19.sql,tpcds,2372
query81.sql,tpcds,3536
query13.sql,tpcds,3738
query48.sql,tpcds,2976
query4.sql,tpcds,63524
query63.sql,tpcds,1744
query91.sql,tpcds,1896
query28.sql,tpcds,9484
query68.sql,tpcds,4389
query55.sql,tpcds,1466
query41.sql,tpcds,605
query61.sql,tpcds,1843
query47.sql,tpcds,14889
query56.sql,tpcds,2534
query51.sql,tpcds,11564
query96.sql,tpcds,729
query3.sql,tpcds,872
query84.sql,tpcds,2242
query45.sql,tpcds,2287
query60.sql,tpcds,3742
query89.sql,tpcds,1888
query8.sql,tpcds,1825
query2.sql,tpcds,3441
query97.sql,tpcds,6110
query75.sql,tpcds,21091
query80.sql,tpcds,30260
query111.sql,tpcds,1623
query15.sql,tpcds,2446
query106.sql,tpcds,1058
query79.sql,tpcds,2356
query40.sql,tpcds,5922
query57.sql,tpcds,8754
query110.sql,tpcds,1554
query78.sql,tpcds,33470
query62.sql,tpcds,1728
query127.sql,tpcds,1757
query105.sql,tpcds,752
query44.sql,tpcds,2871
query1.sql,tpcds,3429
query74.sql,tpcds,23940
query53.sql,tpcds,1504
query46.sql,tpcds,2540
query119.sql,tpcds,2352
query64.sql,tpcds,181097
query85.sql,tpcds,4714
query17.sql,tpcds,21833
query131.sql,tpcds,1394
query112.sql,tpcds,1741
query58.sql,tpcds,3965
query36.sql,tpcds,1590
query121.sql,tpcds,2682
query115.sql,tpcds,2123
query20.sql,tpcds,1239
query22.sql,tpcds,3031
query49.sql,tpcds,8484
query83.sql,tpcds,2358
query71.sql,tpcds,3837
query108.sql,tpcds,762
query11.sql,tpcds,26664
query125.sql,tpcds,1470
query5.sql,tpcds,8051
query116.sql,tpcds,1466
query6.sql,tpcds,5570
query92.sql,tpcds,1238
query104.sql,tpcds,686
query88.sql,tpcds,4068
query65.sql,tpcds,5434
query52.sql,tpcds,873
query130.sql,tpcds,1329
query31.sql,tpcds,8121
query114.sql,tpcds,1877
query54.sql,tpcds,5644
query76.sql,tpcds,2815
query72.sql,tpcds,26885
query18.sql,tpcds,3832
query35.sql,tpcds,6178
query100.sql,tpcds,712
query95.sql,tpcds,12360
query90.sql,tpcds,1254
query7.sql,tpcds,3412
query37.sql,tpcds,1981
query21.sql,tpcds,1389
query93.sql,tpcds,10764
query129.sql,tpcds,1410
query109.sql,tpcds,1298
query126.sql,tpcds,2064
query29.sql,tpcds,28901
query50.sql,tpcds,10833
query87.sql,tpcds,10368
query10.sql,tpcds,5722
query118.sql,tpcds,2019
query82.sql,tpcds,2769
query117.sql,tpcds,1613
query120.sql,tpcds,2365
query98.sql,tpcds,1970
query122.sql,tpcds,1954
query33.sql,tpcds,2530
query94.sql,tpcds,4667
query9.sql,tpcds,5646
query101.sql,tpcds,721
query42.sql,tpcds,1367
query70.sql,tpcds,2321
query73.sql,tpcds,1804
query16.sql,tpcds,10130
query26.sql,tpcds,2342
query32.sql,tpcds,1602
query123.sql,tpcds,2085
query43.sql,tpcds,1265
query99.sql,tpcds,1959
query34.sql,tpcds,1832
query86.sql,tpcds,1442
query25.sql,tpcds,23497
query66.sql,tpcds,6898
query128.sql,tpcds,1218
query102.sql,tpcds,810
query59.sql,tpcds,3643
query107.sql,tpcds,738
query12.sql,tpcds,2399
query69.sql,tpcds,3541
query124.sql,tpcds,1386
query113.sql,tpcds,1642
query27.sql,tpcds,2927
query38.sql,tpcds,65536
query77.sql,tpcds,28003
query103.sql,tpcds,1174
query19.sql,tpcds,2710
query81.sql,tpcds,3420
query13.sql,tpcds,3146
query48.sql,tpcds,3266
query4.sql,tpcds,49198
query63.sql,tpcds,1623
query91.sql,tpcds,1800
query28.sql,tpcds,8152
query68.sql,tpcds,5821
query55.sql,tpcds,1346
query41.sql,tpcds,617
query61.sql,tpcds,1627
query47.sql,tpcds,16673
query56.sql,tpcds,3579
query51.sql,tpcds,11585
query96.sql,tpcds,1249
query3.sql,tpcds,1310
query84.sql,tpcds,2338
query45.sql,tpcds,2098
query60.sql,tpcds,3942
query89.sql,tpcds,1737
query8.sql,tpcds,2370
query2.sql,tpcds,3540
query97.sql,tpcds,5636
query75.sql,tpcds,20853
query80.sql,tpcds,32610
query111.sql,tpcds,1863
query15.sql,tpcds,2817
query106.sql,tpcds,1203
query79.sql,tpcds,2658
query40.sql,tpcds,5201
query57.sql,tpcds,8913
query110.sql,tpcds,1526
query78.sql,tpcds,36692
query62.sql,tpcds,1742
query127.sql,tpcds,1823
query105.sql,tpcds,1258
query44.sql,tpcds,2662
query1.sql,tpcds,3093
query74.sql,tpcds,24918
query53.sql,tpcds,1377
query46.sql,tpcds,3872
query119.sql,tpcds,2187
query64.sql,tpcds,185681
query85.sql,tpcds,4011
query17.sql,tpcds,27126
query131.sql,tpcds,2161
query112.sql,tpcds,1959
query58.sql,tpcds,3725
query36.sql,tpcds,1900
query121.sql,tpcds,2172
query115.sql,tpcds,2637
query20.sql,tpcds,1358
query22.sql,tpcds,3527
query49.sql,tpcds,9071
query83.sql,tpcds,3504
query71.sql,tpcds,3681
query108.sql,tpcds,837
query11.sql,tpcds,26018
query125.sql,tpcds,1549
query5.sql,tpcds,7028
query116.sql,tpcds,2479
query6.sql,tpcds,5001
query92.sql,tpcds,1208
query104.sql,tpcds,699
query88.sql,tpcds,5676
query65.sql,tpcds,4783
query52.sql,tpcds,780
query130.sql,tpcds,1923
query31.sql,tpcds,9165
query114.sql,tpcds,2477
query54.sql,tpcds,6019
query76.sql,tpcds,2927
query72.sql,tpcds,30265
query18.sql,tpcds,4281
query35.sql,tpcds,7083
query100.sql,tpcds,853
query95.sql,tpcds,11657
query90.sql,tpcds,1915
query7.sql,tpcds,4058
query37.sql,tpcds,1529
query21.sql,tpcds,1940
query93.sql,tpcds,10069
query129.sql,tpcds,1757
query109.sql,tpcds,1396
query126.sql,tpcds,1876
query29.sql,tpcds,13642
query50.sql,tpcds,8934
query87.sql,tpcds,10231
query10.sql,tpcds,4434
query118.sql,tpcds,2612
query82.sql,tpcds,2676
query117.sql,tpcds,1956
query120.sql,tpcds,2054
query98.sql,tpcds,1585
query122.sql,tpcds,1800
query33.sql,tpcds,3525
query94.sql,tpcds,4731
query9.sql,tpcds,5273
query101.sql,tpcds,1347
query42.sql,tpcds,973
query70.sql,tpcds,2779
query73.sql,tpcds,2328
query16.sql,tpcds,8122
query26.sql,tpcds,2674
query32.sql,tpcds,1375
query123.sql,tpcds,2008
query43.sql,tpcds,1419
query99.sql,tpcds,2517
query34.sql,tpcds,2595
query86.sql,tpcds,1455
query25.sql,tpcds,13520
query66.sql,tpcds,5320
query128.sql,tpcds,1650
query102.sql,tpcds,1433
query59.sql,tpcds,4113
query107.sql,tpcds,833
query12.sql,tpcds,1480
query69.sql,tpcds,3406
query124.sql,tpcds,1519
query113.sql,tpcds,1884
query27.sql,tpcds,2744
query38.sql,tpcds,9311
query77.sql,tpcds,27435
query103.sql,tpcds,1039
query19.sql,tpcds,2926
query81.sql,tpcds,8276
query13.sql,tpcds,2419
query48.sql,tpcds,3218
query4.sql,tpcds,46326
query63.sql,tpcds,2739
query91.sql,tpcds,1893
query28.sql,tpcds,9258
query68.sql,tpcds,5827
query55.sql,tpcds,1140
query41.sql,tpcds,568
query61.sql,tpcds,1789
query47.sql,tpcds,15456
query56.sql,tpcds,3972
query51.sql,tpcds,14425
query96.sql,tpcds,805
query3.sql,tpcds,1182
query84.sql,tpcds,2480
query45.sql,tpcds,2225
query60.sql,tpcds,3149
query89.sql,tpcds,2022
query8.sql,tpcds,2505
query2.sql,tpcds,3441
query97.sql,tpcds,5637
query75.sql,tpcds,19765
query80.sql,tpcds,20330
query111.sql,tpcds,1768
query15.sql,tpcds,3059
query106.sql,tpcds,1177
query79.sql,tpcds,2762
query40.sql,tpcds,5429
query57.sql,tpcds,8650
query110.sql,tpcds,1523
query78.sql,tpcds,22186
query62.sql,tpcds,1868
query127.sql,tpcds,1665
query105.sql,tpcds,770
query44.sql,tpcds,2755
query1.sql,tpcds,3675
query74.sql,tpcds,24791
query53.sql,tpcds,1912
query46.sql,tpcds,3098
query119.sql,tpcds,2536
query64.sql,tpcds,73627
query85.sql,tpcds,3979
query17.sql,tpcds,25719
query131.sql,tpcds,2127
query112.sql,tpcds,1906
query58.sql,tpcds,4098
query36.sql,tpcds,2415
query121.sql,tpcds,1953
query115.sql,tpcds,2866
query20.sql,tpcds,1585
query22.sql,tpcds,3486
query49.sql,tpcds,6902
query83.sql,tpcds,3165
query71.sql,tpcds,2503
query108.sql,tpcds,1258
query11.sql,tpcds,24646
query125.sql,tpcds,1707
query5.sql,tpcds,6930
query116.sql,tpcds,1957
query6.sql,tpcds,6326
query92.sql,tpcds,1832
query104.sql,tpcds,752
query88.sql,tpcds,5467
query65.sql,tpcds,6306
query52.sql,tpcds,895
query130.sql,tpcds,1461
query31.sql,tpcds,9381
query114.sql,tpcds,2027
query54.sql,tpcds,5361
query76.sql,tpcds,2843
query72.sql,tpcds,26024
query18.sql,tpcds,3396
query35.sql,tpcds,6806
query100.sql,tpcds,1155
query95.sql,tpcds,12276
query90.sql,tpcds,1960
query7.sql,tpcds,4225
query37.sql,tpcds,1657
query21.sql,tpcds,1992
query93.sql,tpcds,10149
query129.sql,tpcds,1581
query109.sql,tpcds,1589
query126.sql,tpcds,1646
query29.sql,tpcds,16699
query50.sql,tpcds,7458
query87.sql,tpcds,10530
query10.sql,tpcds,4514
query118.sql,tpcds,2463
query82.sql,tpcds,3182
query117.sql,tpcds,2188
query120.sql,tpcds,1690
query98.sql,tpcds,2134
query122.sql,tpcds,2105
query33.sql,tpcds,3949
query94.sql,tpcds,4948
query9.sql,tpcds,5506
query101.sql,tpcds,1361
query42.sql,tpcds,1164
query70.sql,tpcds,2773
query73.sql,tpcds,2391
query16.sql,tpcds,8055
query26.sql,tpcds,3914
query32.sql,tpcds,1645
query123.sql,tpcds,2258
query43.sql,tpcds,1818
query99.sql,tpcds,2536
query34.sql,tpcds,2360
query86.sql,tpcds,1521
query25.sql,tpcds,14499
query66.sql,tpcds,5789
query128.sql,tpcds,1515
query102.sql,tpcds,1127
query59.sql,tpcds,4266
query107.sql,tpcds,1248
query12.sql,tpcds,1557
query69.sql,tpcds,3387
query124.sql,tpcds,1582
query113.sql,tpcds,1963
query27.sql,tpcds,3438
query38.sql,tpcds,10376
query77.sql,tpcds,28335
query103.sql,tpcds,1916
query19.sql,tpcds,2919
